title,sort,description,heading,linked_media,author,teachable_type,course,term,lesson_number,video_file_link,video_stream_link,video_thumbnail_link,manuscript_link,external_reference_link,width,height,embedded_width,embedded_height,length,pages,video_size,manuscript_size,authoring_software,video_player,question_id,question_list,tags
SeSAM.SS17.LA2.E01,Sesam,,Charakteristisches Polynom einer Matrix,,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,ss17/Lineare_Algebra_2/SeSAM/E01/SeSAM.LA2.E01.mp4,ss17/Lineare_Algebra_2/SeSAM/E01/SeSAM.LA2.E01.html,ss17/Lineare_Algebra_2/images/SeSAM.LA2.E01.png,ss17/Lineare_Algebra_2/pdf/SeSAM.LA2.E01.pdf,,1620,1080,1080,720,0h19m33s,2,38 MiB,0.8 MiB,Camtasia 9,TechSmith SmartPlayer,,,charakteristisches Polynom einer Matrix
SeSAM.SS17.LA2.E02,Sesam,,Eigenwerte und -räume,,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,ss17/Lineare_Algebra_2/SeSAM/E01/SeSAM.LA2.E02.mp4,ss17/Lineare_Algebra_2/SeSAM/E02/SeSAM.LA2.E02.html,ss17/Lineare_Algebra_2/images/SeSAM.LA2.E02.png,ss17/Lineare_Algebra_2/pdf/SeSAM.LA2.E02.pdf,,1620,1080,1080,720,0h23m30s,2,46 MiB,0.8 MiB,Camtasia 9,TechSmith SmartPlayer,,,Eigenwert&Eigenraum
SeSAM.SS17.LA2.E03,Sesam,,Gram-Schmidt-Verfahren,,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,ss17/Lineare_Algebra_2/SeSAM/E01/SeSAM.LA2.E03.mp4,ss17/Lineare_Algebra_2/SeSAM/E03/SeSAM.LA2.E03.html,ss17/Lineare_Algebra_2/images/SeSAM.LA2.E03.png,ss17/Lineare_Algebra_2/pdf/SeSAM.LA2.E03.pdf,,1620,1080,1080,720,0h10m24s,2,21 MiB,0.6 MiB,Camtasia 9,TechSmith SmartPlayer,,,Gram-Schmidt-Verfahren
SeSAM.SS17.LA2.E04,Sesam,,Hauptachsentransformation,,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,ss17/Lineare_Algebra_2/SeSAM/E01/SeSAM.LA2.E04.mp4,ss17/Lineare_Algebra_2/SeSAM/E04/SeSAM.LA2.E04.html,ss17/Lineare_Algebra_2/images/SeSAM.LA2.E04.png,ss17/Lineare_Algebra_2/pdf/SeSAM.LA2.E04.pdf,,1620,1080,1080,720,0h23m53s,2,48 MiB,1.1 MiB,Camtasia 9,TechSmith SmartPlayer,,,Hauptachsentransformation
SeSAM.SS17.LA2.E05,Sesam,,Euklidischer Algorithmus,,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,ss17/Lineare_Algebra_2/SeSAM/E01/SeSAM.LA2.E05.mp4,ss17/Lineare_Algebra_2/SeSAM/E05/SeSAM.LA2.E05.html,ss17/Lineare_Algebra_2/images/SeSAM.LA2.E05.png,ss17/Lineare_Algebra_2/pdf/SeSAM.LA2.E05.pdf,,1620,1080,1080,720,0h11m49s,2,19 MiB,0.4 MiB,Camtasia 9,TechSmith SmartPlayer,,,Euklidischer Algorithmus
SeSAM.SS17.LA2.E06,Sesam,,Elementarteiler,,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,ss17/Lineare_Algebra_2/SeSAM/E01/SeSAM.LA2.E06.mp4,ss17/Lineare_Algebra_2/SeSAM/E06/SeSAM.LA2.E06.html,ss17/Lineare_Algebra_2/images/SeSAM.LA2.E06.png,ss17/Lineare_Algebra_2/pdf/SeSAM.LA2.E06.pdf,,1620,1080,1080,720,0h11m36s,1,20 MiB,0.3 MiB,Camtasia 9,TechSmith SmartPlayer,,,Gauß-Diagonalisierung von Matrizen über Euklidischen Ringen
SeSAM.SS17.LA2.E07,Sesam,,Invarianten- und Determinantenteiler,,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,ss17/Lineare_Algebra_2/SeSAM/E01/SeSAM.LA2.E07.mp4,ss17/Lineare_Algebra_2/SeSAM/E07/SeSAM.LA2.E07.html,ss17/Lineare_Algebra_2/images/SeSAM.LA2.E07.png,ss17/Lineare_Algebra_2/pdf/SeSAM.LA2.E07.pdf,,1620,1080,1080,720,0h20m33s,2,37 MiB,0.9 MiB,Camtasia 9,TechSmith SmartPlayer,,,Invarianten- und Determinantenteiler einer Matrix
SeSAM.SS17.LA2.E08,Sesam,,Frobenius-Normalform,,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,ss17/Lineare_Algebra_2/SeSAM/E01/SeSAM.LA2.E08.mp4,ss17/Lineare_Algebra_2/SeSAM/E08/SeSAM.LA2.E08.html,ss17/Lineare_Algebra_2/images/SeSAM.LA2.E08.png,ss17/Lineare_Algebra_2/pdf/SeSAM.LA2.E08.pdf,,1620,1080,1080,720,0h09m05s,1,16 MiB,0.6 MiB,Camtasia 9,TechSmith SmartPlayer,,,Frobenius-Normalform
SeSAM.SS17.LA2.E09,Sesam,,Weierstrass-Normalform,,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,ss17/Lineare_Algebra_2/SeSAM/E01/SeSAM.LA2.E09.mp4,ss17/Lineare_Algebra_2/SeSAM/E09/SeSAM.LA2.E09.html,ss17/Lineare_Algebra_2/images/SeSAM.LA2.E09.png,ss17/Lineare_Algebra_2/pdf/SeSAM.LA2.E09.pdf,,1620,1080,1080,720,0h10m49s,2,19 MiB,0.6 MiB,Camtasia 9,TechSmith SmartPlayer,,,Weierstrass-Normalform
SeSAM.SS17.LA2.E10,Sesam,,Jordansche Normalform,,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,ss17/Lineare_Algebra_2/SeSAM/E01/SeSAM.LA2.E10.mp4,ss17/Lineare_Algebra_2/SeSAM/E10/SeSAM.LA2.E10.html,ss17/Lineare_Algebra_2/images/SeSAM.LA2.E10.png,ss17/Lineare_Algebra_2/pdf/SeSAM.LA2.E10.pdf,,1620,1080,1080,720,0h10m36s,2,17 MiB,0.6 MiB,Camtasia 9,TechSmith SmartPlayer,,,Jordansche Normalform
SeSAM.SS17.LA2.E11,Sesam,,Klassifikation endlicher abelscher Gruppen,,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,ss17/Lineare_Algebra_2/SeSAM/E01/SeSAM.LA2.E11.mp4,ss17/Lineare_Algebra_2/SeSAM/E11/SeSAM.LA2.E11.html,ss17/Lineare_Algebra_2/images/SeSAM.LA2.E11.png,ss17/Lineare_Algebra_2/pdf/SeSAM.LA2.E11.pdf,,1620,1080,1080,720,0h14m56s,2,31 MiB,0.9 MiB,Camtasia 9,TechSmith SmartPlayer,,,Hauptsatz für endlich erzeugte abelsche Gruppen
KeKs.V395,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV395/KV395.mp4,keks/KV395/KV395.html,,,,1620,1080,1080,720,0h03m17s,,5.7 MiB,,Camtasia 9,TechSmith SmartPlayer,395,,orthogonale und spezielle orthogonale Gruppe&orthogonale Abbildungen und Matrizen
KeKs.V393,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV393/KV393.mp4,keks/KV393/KV393.html,,,,1620,1080,1080,720,0h00m36s,,1.0 MiB,,Camtasia 9,TechSmith SmartPlayer,393,,orthogonale und spezielle orthogonale Gruppe&orthogonale Abbildungen und Matrizen
KeKs.V396,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV396/KV396.mp4,keks/KV396/KV396.html,,,,1620,1080,1080,720,0h04m28s,,7.5 MiB,,Camtasia 9,TechSmith SmartPlayer,396,,orthogonale und spezielle orthogonale Gruppe&orthogonale Abbildungen und Matrizen
KeKs.V391,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV391/KV391.mp4,keks/KV391/KV391.html,,,,1620,1080,1080,720,0h02m47s,,4.8 MiB,,Camtasia 9,TechSmith SmartPlayer,391,,symmetrische Matrix
KeKs.V397,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV397/KV397.mp4,keks/KV397/KV397.html,,,,1620,1080,1080,720,0h03m53s,,7.5 MiB,,Camtasia 9,TechSmith SmartPlayer,397,,Ähnlichkeit von Matrizen&Äquivalenz von Matrizen&symmetrische Matrix
KeKs.V207,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV207/KV207.mp4,keks/KV207/KV207.html,,,,1620,1080,1080,720,0h00m34s,,0.8 MiB,,Camtasia 9,TechSmith SmartPlayer,207,,Ringhomomorphismus
KeKs.V210,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV210/KV210.mp4,keks/KV210/KV210.html,,,,1620,1080,1080,720,0h01m14s,,1.8 MiB,,Camtasia 9,TechSmith SmartPlayer,210,,Ringhomomorphismus
KeKs.V214,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV214/KV214.mp4,keks/KV214/KV214.html,,,,1620,1080,1080,720,0h03m54s,,6.0 MiB,,Camtasia 9,TechSmith SmartPlayer,214,,Ideal
KeKs.V215,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV215/KV215.mp4,keks/KV215/KV215.html,,,,1620,1080,1080,720,0h03m18s,,4.5 MiB,,Camtasia 9,TechSmith SmartPlayer,215,,Ideal
KeKs.V216,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV216/KV216.mp4,keks/KV216/KV216.html,,,,1620,1080,1080,720,0h02m20s,,3.7 MiB,,Camtasia 9,TechSmith SmartPlayer,216,,Ideal
KeKs.V2516,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV2516/KV2516.mp4,keks/KV2516/KV2516.html,,,,1620,1080,1080,720,0h02m17s,,3.6 MiB,,Camtasia 9,TechSmith SmartPlayer,2516,,Jordansche Normalform
KeKs.V2517,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV2517/KV2517.mp4,keks/KV2517/KV2517.html,,,,1620,1080,1080,720,0h01m26s,,2.4 MiB,,Camtasia 9,TechSmith SmartPlayer,2517,,Jordansche Normalform
KeKs.V2522,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV2522/KV2522.mp4,keks/KV2522/KV2522.html,,,,1620,1080,1080,720,0h04m19s,,7.8 MiB,,Camtasia 9,TechSmith SmartPlayer,2522,,Jordansche Normalform
KeKs.V2524,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV2524/KV2524.mp4,keks/KV2524/KV2524.html,,,,1620,1080,1080,720,0h01m15s,,1.7 MiB,,Camtasia 9,TechSmith SmartPlayer,2524,,Jordansche Normalform
KeKs.V288,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV288/KV288.mp4,keks/KV288/KV288.html,,,,1620,1080,1080,720,0h02m03s,,3.0 MiB,,Camtasia 9,TechSmith SmartPlayer,288,,Modul
KeKs.V304,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV304/KV304.mp4,keks/KV304/KV304.html,,,,1620,1080,1080,720,0h01m44s,,2.5 MiB,,Camtasia 9,TechSmith SmartPlayer,304,,lineare Unabhängigkeit in Moduln&Erzeugendensystem eines Moduls&Basis eines freien Moduls
KeKs.V298,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV298/KV298.mp4,keks/KV298/KV298.html,,,,1620,1080,1080,720,0h03m10s,,5.9 MiB,,Camtasia 9,TechSmith SmartPlayer,298,,freier Modul
KeKs.V310,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV310/KV310.mp4,keks/KV310/KV310.html,,,,1620,1080,1080,720,0h02m16s,,3.6 MiB,,Camtasia 9,TechSmith SmartPlayer,310,,Basis eines freien Moduls
KeKs.V320,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV320/KV320.mp4,keks/KV320/KV320.html,,,,1620,1080,1080,720,0h02m56s,,5.4 MiB,,Camtasia 9,TechSmith SmartPlayer,320,,Ideal&Nullteiler
KeKs.V324,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV324/KV324.mp4,keks/KV324/KV324.html,,,,1620,1080,1080,720,0h04m15s,,6.4 MiB,,Camtasia 9,TechSmith SmartPlayer,324,,Torsionsuntermodul
KeKs.V329,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV329/KV329.mp4,keks/KV329/KV329.html,,,,1620,1080,1080,720,0h02m06s,,3.3 MiB,,Camtasia 9,TechSmith SmartPlayer,329,,Torsionsuntermodul
KeKs.V333,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV333/KV333.mp4,keks/KV333/KV333.html,,,,1620,1080,1080,720,0h03m22s,,5.7 MiB,,Camtasia 9,TechSmith SmartPlayer,333,,Torsionsuntermodul
KeKs.V2384,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV2384/KV2384.mp4,keks/KV2384/KV2384.html,,,,1620,1080,1080,720,0h06m53s,,11.5 MiB,,Camtasia 9,TechSmith SmartPlayer,2384,,Länge eines Moduls
KeKs.V2389,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV2389/KV2389.mp4,keks/KV2389/KV2389.html,,,,1620,1080,1080,720,0h01m09s,,1.6 MiB,,Camtasia 9,TechSmith SmartPlayer,2389,,Länge eines Moduls
KeKs.V430,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV430/KV430.html,keks/KV430/KV430.html,,,,1620,1080,1080,720,0h02m18s,,3.4 MiB,,Camtasia 9,TechSmith SmartPlayer,430,,Hauptsatz für endlich erzeugte abelsche Gruppen
KeKs.V431,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV431/KV431.mp4,keks/KV431/KV431.html,,,,1620,1080,1080,720,0h02m18s,,3.4 MiB,,Camtasia 9,TechSmith SmartPlayer,431,,Hauptsatz für endlich erzeugte abelsche Gruppen
KeKs.V2467,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV2467/KV2467.mp4,keks/KV2467/KV2467.html,,,,1620,1080,1080,720,0h02m31s,,3.9 MiB,,Camtasia 9,TechSmith SmartPlayer,2467,,Chinesischer Restsatz über HIR
KeKs.V2468,KeksQuestion,,,,Denis Vogel,Course,Lineare Algebra 2,,,keks/KV2468/KV2468.mp4,keks/KV2468/KV2468.html,,,,1620,1080,1080,720,0h07m14s,,14.6 MiB,,Camtasia 9,TechSmith SmartPlayer,2468,,Chinesischer Restsatz über HIR
KeKs.SS17.LA2.Q05,KeksQuiz,,Orthogonale Matrizen und der Spektralsatz,KeKs.V395&KeKs.V393&KeKs.V396&KeKs.V391&KeKs.V397,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,,,,,"https://keks.mathi.uni-heidelberg.de/hitme#hide-options#hide-categories#question=395,393,396,391,397",,,,,,,,,,,,395&393&396&391&397,orthogonale und spezielle orthogonale Gruppe&orthogonale Abbildungen und Matrizen&symmetrische Matrix&Ähnlichkeit von Matrizen&Äquivalenz von Matrize
KeKs.SS17.LA2.Q06,KeksQuiz,,"Sesquilinearformen, hermitesche und unitäre Matrizen",,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,,,,,"https://keks.mathi.uni-heidelberg.de/hitme#hide-options#hide-categories#question=466,473,480,484,499",,,,,,,,,,,,466&473&480&484&499,Sesquilinearform&hermitesche Form&symmetrische Matrix&unitäre Abbildung
KeKs.SS17.LA2.Q07,KeksQuiz,,Ringhomomorphismen und Ideale,KeKs.V207&KeKs.V210&KeKs.V214&KeKs.V215&KeKs.V216,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,,,,,"https://keks.mathi.uni-heidelberg.de/hitme#hide-options#hide-categories#question=207,210,214,215,216",,,,,,,,,,,,207&210&214&215&216,Ringhomomorphismus&Ideal
KeKs.SS17.LA2.Q08,KeksQuiz,,"Nullteiler, Einheiten und Ideale",,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,,,,,"https://keks.mathi.uni-heidelberg.de/hitme#hide-options#hide-categories#question=1257,2236,2240,2282,246",,,,,,,,,,,,1257&2236&2240&2282&246,Ring&Ideal&Nullteiler&Einheit
KeKs.SS17.LA2.Q09,KeksQuiz,,Jordansche Normalform,KeKs.V2516&KeKs.V2517&KeKs.V2522&KeKs.V2524,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,,,,,"https://keks.mathi.uni-heidelberg.de/hitme#hide-options#hide-categories#question=2516,2517,2522,2524",,,,,,,,,,,,2516&2517&2522&2524,Jordansche Normalform
KeKs.SS17.LA2.Q10,KeksQuiz,,Moduln,KeKs.V288&KeKs.V304&KeKs.V298&KeKs.V310&KeKs.V320,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,,,,,"https://keks.mathi.uni-heidelberg.de/hitme#hide-options#hide-categories#question=288,304,298,310,320",,,,,,,,,,,,288&304&298&310&320,Modul&lineare Unabhängigkeit in Moduln&Erzeugendensystem eines Moduls&Basis eines freien Moduls&freier Modul&Ideal&Nullteiler
KeKs.SS17.LA2.Q11,KeksQuiz,,"Torsion, Länge von Moduln",KeKs.V324&KeKs.V329&KeKs.V333&KeKs.V2384&KeKs.V2389,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,,,,,"https://keks.mathi.uni-heidelberg.de/hitme#hide-options#hide-categories#question=324,329,333,2384,2389",,,,,,,,,,,,324&329&333&2384&2389,Torsionsuntermodul&Länge eines Moduls
KeKs.SS17.LA2.Q12,KeksQuiz,,"Endliche abelsche Gruppen, Chinesischer Restsatz",KeKs.V430&KeKs.V431&KeKs.V2467&KeKs.V2468,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,,,,,"https://keks.mathi.uni-heidelberg.de/hitme#hide-options#hide-categories#question=430,431,2467,2468",,,,,,,,,,,,430&431&2467&2468,Hauptsatz für endlich erzeugte abelsche Gruppen&Chinesischer Restsatz über HIR
RestE.SS17.LA2.Skript,Reste,Vorlesungsmanuskript,Vorlesungsmanuskript LA2 SS17 (Dr. D. Vogel),,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,,,ss17/Lineare_Algebra_2/images/LineareAlgebra.S02.png,ss17/Lineare_Algebra_2/pdf/LineareAlgebra.S02.pdf,,,,,,,118,,65.2 MiB,OneNote,,,,
RestE.SS17.LA2.AltQuiz.E01,Reste,Quiz außerhalb von KeKs,Eigenwerte und -räume,,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,,,,,https://media.mathi.uni-heidelberg.de/ss17/Lineare_Algebra_2/Quiz/Q01/index.html,,,,,,,,,,,,,Eigenwert&Charakterisierungen von Diagonalisierbarkeit&Eigenraum
RestE.SS17.LA2.AltQuiz.E02,Reste,Quiz außerhalb von KeKs,Satz von Cayley-Hamilton und Minimalpolynom,,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,,,,,https://media.mathi.uni-heidelberg.de/ss17/Lineare_Algebra_2/Quiz/Q02/index.html,,,,,,,,,,,,,Satz von Cayley-Hamilton&Minimalpolynom eines Endomorphismus&algebraische Vielfachheit eines Eigenwerts&
RestE.SS17.LA2.AltQuiz.E03,Reste,Quiz außerhalb von KeKs,Dualraum,,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,,,,,https://media.mathi.uni-heidelberg.de/ss17/Lineare_Algebra_2/Quiz/Q03/index.html,,,,,,,,,,,,,Dualraum&Linearform&duale Abbildung
RestE.SS17.LA2.AltQuiz.E04,Reste,Quiz außerhalb von KeKs,Quadratische Formen,,Denis Vogel,Lecture,Lineare Algebra 2,SS&2017,,,,,,https://media.mathi.uni-heidelberg.de/ss17/Lineare_Algebra_2/Quiz/Q04/index.html,,,,,,,,,,,,,quadratische Form
KaViaR.WS16.LA1.E01,Kaviar,,,,Denis Vogel,Lesson,Lineare Algebra 1,WS&2016,1,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E01.1080p/LineareAlgebra.S01E01.1080p.mp4,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E01.1080p/LineareAlgebra.S01E01.1080p.html,ws1617/Lineare_Algebra_1/images/LineareAlgebra.S01E01.png,ws1617/Lineare_Algebra_1/pdf/LineareAlgebra.S01E01.pdf,,1620,1080,1080,720,1h08m01s,4,119 MiB,2.4 MiB,Camtasia 8,TechSmith SmartPlayer,,,Aussage&Negation&Konjunktion&Disjunktion&Implikation&Äquivalenz&Beweisen&Existenz- und Allquantor
KaViaR.WS16.LA1.E02,Kaviar,,,,Denis Vogel,Lesson,Lineare Algebra 1,WS&2016,2,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E02.1080p/LineareAlgebra.S01E02.1080p.mp4,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E02.1080p/LineareAlgebra.S01E02.1080p.html,ws1617/Lineare_Algebra_1/images/LineareAlgebra.S01E02.png,ws1617/Lineare_Algebra_1/pdf/LineareAlgebra.S01E02.pdf,,1620,1080,1080,720,1h02m25s,4,111 MiB,2.5 MiB,Camtasia 8,TechSmith SmartPlayer,,,Menge&Teilmenge&Durchschnitt&Vereinigung&kartesisches Produkt&Potenzmenge&Kardinalität&vollständige Induktion
KaViaR.WS16.LA1.E03,Kaviar,,,,Denis Vogel,Lesson,Lineare Algebra 1,WS&2016,3,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E03.1080p/LineareAlgebra.S01E03.1080p.mp4,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E03.1080p/LineareAlgebra.S01E03.1080p.html,ws1617/Lineare_Algebra_1/images/LineareAlgebra.S01E03.png,ws1617/Lineare_Algebra_1/pdf/LineareAlgebra.S01E03.pdf,,1620,1080,1080,720,1h29m39s,4,167MiB,3.1 MiB,Camtasia 8,TechSmith SmartPlayer,,,Relation&Ordnungsrelation&größtes Element&maximales Element&Äquivalenzrelation&Äquivalenzklasse&Partition
KaViaR.WS16.LA1.E04,Kaviar,,,,Denis Vogel,Lesson,Lineare Algebra 1,WS&2016,4,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E04.1080p/LineareAlgebra.S01E04.1080p.mp4,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E04.1080p/LineareAlgebra.S01E04.1080p.html,ws1617/Lineare_Algebra_1/images/LineareAlgebra.S01E04.png,ws1617/Lineare_Algebra_1/pdf/LineareAlgebra.S01E04.pdf,,1620,1080,1080,720,1h20m33s,3,139 MiB,2.4 MiB,Camtasia 8,TechSmith SmartPlayer,,,Faktormenge&Abbildung&Bild&Urbild&Einschränkung&Komposition von Abbildungen&injektive Abbildung&surjektive Abbildung&Bijektivität
KaViaR.WS16.LA1.E05,Kaviar,,,,Denis Vogel,Lesson,Lineare Algebra 1,WS&2016,5,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E05.1080p/LineareAlgebra.S01E05.1080p.mp4,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E05.1080p/LineareAlgebra.S01E05.1080p.html,ws1617/Lineare_Algebra_1/images/LineareAlgebra.S01E05.png,ws1617/Lineare_Algebra_1/pdf/LineareAlgebra.S01E05.pdf,,1620,1080,1080,720,1h30m50s,4,164 MiB,3.3 MiB,Camtasia 8,TechSmith SmartPlayer,,,Charakterisierung von Bijektivität&Umkehrabbildung&Auswahlaxiom&Verknüpfung&Monoid&Gruppe
KaViaR.WS16.LA1.E06,Kaviar,,,,Denis Vogel,Lesson,Lineare Algebra 1,WS&2016,6,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E06.1080p/LineareAlgebra.S01E06.1080p.mp4,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E06.1080p/LineareAlgebra.S01E06.1080p.html,ws1617/Lineare_Algebra_1/images/LineareAlgebra.S01E06.png,ws1617/Lineare_Algebra_1/pdf/LineareAlgebra.S01E06.pdf,,1620,1080,1080,720,1h31m56s,5,165 MiB,3.3 MiB,Camtasia 8,TechSmith SmartPlayer,,,abelsche Gruppe&symmetrische Gruppe&Permutation&Gruppe der Restklassen modulo n&Gruppenhomomorphismus
KaViaR.WS16.LA1.E07,Kaviar,,,,Denis Vogel,Lesson,Lineare Algebra 1,WS&2016,7,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E07.1080p/LineareAlgebra.S01E07.1080p.mp4,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E07.1080p/LineareAlgebra.S01E07.1080p.html,ws1617/Lineare_Algebra_1/images/LineareAlgebra.S01E07.png,ws1617/Lineare_Algebra_1/pdf/LineareAlgebra.S01E07.pdf,,1620,1080,1080,720,1h30m00s,4,168 MiB,3.1 MiB,Camtasia 8,TechSmith SmartPlayer,,,Integritätsbereich&Körper&endlicher Körper
KaViaR.WS16.LA1.E08,Kaviar,,,,Denis Vogel,Lesson,Lineare Algebra 1,WS&2016,8,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E08.1080p/LineareAlgebra.S01E08.1080p.mp4,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E08.1080p/LineareAlgebra.S01E08.1080p.html,ws1617/Lineare_Algebra_1/images/LineareAlgebra.S01E08.png,ws1617/Lineare_Algebra_1/pdf/LineareAlgebra.S01E08.pdf,,1620,1080,1080,720,1h24m30s,4,149 MiB,2.6 MiB,Camtasia 8,TechSmith SmartPlayer,,,Charakteristik&Polynom&Grad&Polynomdivision
KaViaR.WS16.LA1.E09,Kaviar,,,,Denis Vogel,Lesson,Lineare Algebra 1,WS&2016,9,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E09.1080p/LineareAlgebra.S01E09.1080p.mp4,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E09.1080p/LineareAlgebra.S01E09.1080p.html,ws1617/Lineare_Algebra_1/images/LineareAlgebra.S01E09.png,ws1617/Lineare_Algebra_1/pdf/LineareAlgebra.S01E09.pdf,,1620,1080,1080,720,1h27m44s,5,157 MiB,2.9 MiB,Camtasia 8,TechSmith SmartPlayer,,,Nullstelle eines Polynoms und deren Vielfachheit&Fundamentalsatz der Algebra&Polynomfunktion&Vektorraum
KaViaR.WS16.LA1.E10,Kaviar,,,,Denis Vogel,Lesson,Lineare Algebra 1,WS&2016,10,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E10.1080p/LineareAlgebra.S01E10.1080p.mp4,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E10.1080p/LineareAlgebra.S01E10.1080p.html,ws1617/Lineare_Algebra_1/images/LineareAlgebra.S01E10.png,ws1617/Lineare_Algebra_1/pdf/LineareAlgebra.S01E10.pdf,,1620,1080,1080,720,1h25m49s,4,149 MiB,2.5 MiB,Camtasia 8,TechSmith SmartPlayer,,,Untervektorraum&Linearkombination
KaViaR.WS16.LA1.E11,Kaviar,,,,Denis Vogel,Lesson,Lineare Algebra 1,WS&2016,11,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E11.1080p/LineareAlgebra.S01E11.1080p.mp4,ws1617/Lineare_Algebra_1/LineareAlgebra.S01E11.1080p/LineareAlgebra.S01E11.1080p.html,ws1617/Lineare_Algebra_1/images/LineareAlgebra.S01E11.png,ws1617/Lineare_Algebra_1/pdf/LineareAlgebra.S01E11.pdf,,1620,1080,1080,720,1h30m29s,4,169 MiB,3 MiB,Camtasia 8,TechSmith SmartPlayer,,,lineare Hülle&lineare Unabhängigkeit in Vektorräumen
